Timestamp,Messages per second
1732562267.7079594,0
1732562268.7078772,0
1732562269.7094913,0
1732562270.7097454,0
1732562271.7078333,0
1732562272.7082443,0
1732562273.7105958,0
1732562274.7078495,0
1732562275.7077665,0
1732562276.7075431,0
1732562277.70769,0
1732562278.7076497,0
1732562279.7076776,0
1732562280.7078001,0
1732562281.7075644,0
1732562282.7074451,0
1732562283.7073984,0
1732562284.7074878,0
1732562285.7080894,0
1732562286.7079785,0
1732562287.7077262,0
1732562288.7075677,0
1732562289.7065456,0
1732562290.7070737,0
1732562291.7069044,0
1732562292.7074633,0
1732562293.7078578,0
1732562294.7117784,0
1732562295.7089703,0
1732562296.707773,0
1732562297.7076957,0
1732562298.7074804,0
1732562299.7074451,0
1732562300.7073534,0
1732562301.7079194,0
1732562302.7075102,0
1732562303.7074485,0
1732562304.7074342,0
1732562305.7079053,0
1732562306.7074013,0
1732562307.7076795,0
1732562308.7119083,0
1732562309.7079022,0
1732562310.7125034,0
1732562311.7120667,0
1732562312.708476,0
1732562313.7076194,0
1732562314.70693,0
1732562315.707806,0
1732562316.7076914,0
1732562317.7078962,0
1732562318.7075047,0
1732562319.708113,0
1732562320.7076154,0
1732562321.7077143,0
1732562322.7076967,0
1732562323.7076206,0
1732562324.707763,0
1732562325.7071373,0
1732562326.707405,0
1732562327.7077408,0
1732562328.7076516,0
1732562329.707961,0
1732562330.7075791,0
1732562331.7085798,0
1732562332.7072308,0
1732562333.709206,0
1732562334.7080033,0
1732562335.7075117,0
1732562336.7078283,0
1732562337.706734,0
1732562338.7095764,0
1732562339.707668,0
1732562340.7114766,0
1732562341.7077382,0
1732562342.70789,0
1732562343.7075624,0
1732562344.7075226,0
1732562345.707863,0
1732562346.707712,0
1732562347.7078636,0
1732562348.7078161,0
1732562349.7088928,0
1732562350.7078187,0
1732562351.7080162,0
1732562352.707674,0
1732562353.7075727,0
1732562354.7077367,0
1732562355.7073975,0
1732562356.7080615,0
1732562357.7121184,0
1732562358.7075238,0
1732562359.7078083,0
1732562360.7075474,0
1732562361.7073994,0
1732562362.7076128,0
1732562363.708456,0
1732562364.7077332,0
1732562365.7085817,0
1732562366.7077465,0
1732562367.707712,0
1732562368.706922,0
1732562369.707794,0
1732562370.708057,0
1732562371.707635,0
1732562372.7074947,0
1732562373.7081697,0
1732562374.7075655,0
1732562375.712699,0
1732562376.7076302,0
1732562377.7079022,0
1732562378.7076805,0
1732562379.7076893,0
1732562380.7078562,0
1732562381.7075255,0
1732562382.706825,0
1732562383.7096732,0
1732562384.7075546,0
1732562385.7075677,0
1732562386.7076957,0
1732562387.7079506,0
1732562388.7075331,0
1732562389.7091458,0
1732562390.7085817,0
1732562391.7066264,0
1732562392.7073276,0
1732562393.7077284,0
1732562394.7077656,0
1732562395.707033,0
1732562396.707563,0
1732562397.708045,0
1732562398.7078185,0
1732562399.7078438,0
1732562400.707528,0
1732562401.7074935,0
1732562402.7076256,0
1732562403.70798,0
1732562404.71053,0
1732562405.707236,0
1732562406.7079515,0
1732562407.7072613,0
1732562408.7078643,0
1732562409.708474,0
1732562410.7075863,0
1732562411.7068567,0
1732562412.7066514,0
1732562413.7067146,0
1732562414.7077188,0
1732562415.7073543,0
1732562416.7072668,0
1732562417.7074287,0
1732562418.707102,0
1732562419.7085485,0
1732562420.7095635,0
1732562421.7074723,0
1732562422.707318,0
1732562423.7075891,0
1732562424.7077193,0
1732562425.7074797,0
1732562426.7074418,0
1732562427.707184,0
1732562428.706843,0
1732562429.7093585,0
1732562430.7071822,0
1732562431.707679,0
1732562432.7078102,0
1732562433.7077332,0
1732562434.7076914,0
1732562435.70749,0
1732562436.7081604,0
1732562437.7073002,0
1732562438.7075608,0
1732562439.7075799,0
1732562440.7073607,0
1732562441.7077749,0
1732562442.7072196,0
1732562443.707977,0
1732562444.7066183,0
1732562445.7078023,0
1732562446.7075014,0
1732562447.7075036,0
1732562448.7113483,0
1732562449.7073352,0
1732562450.7076206,0
1732562451.7077038,0
1732562452.7071905,0
1732562453.707798,0
1732562454.7076604,0
1732562455.7089598,0
1732562456.7075868,0
1732562457.7076826,0
1732562458.7072976,0
1732562459.7073276,0
1732562460.7076845,0
1732562461.707398,0
1732562462.707455,0
1732562463.7085385,0
1732562464.7074068,0
1732562465.7089663,0
1732562466.7091033,0
1732562467.7115123,0
1732562468.7116852,0
1732562469.7073867,0
1732562470.70754,0
1732562471.7089531,0
1732562472.706822,0
1732562473.7080927,0
1732562474.709302,0
1732562475.710374,0
1732562476.7075765,0
1732562477.7071667,0
1732562478.707643,0
1732562479.70734,0
1732562480.7075489,0
1732562481.7077014,0
1732562482.7077415,0
1732562483.707904,0
1732562484.7076766,0
1732562485.7076995,0
1732562486.7076898,0
1732562487.707541,0
1732562488.7076938,0
1732562489.7067773,0
1732562490.7090425,0
1732562491.7078953,0
1732562492.7074933,0
1732562493.709939,0
1732562494.7074575,0
1732562495.7077858,0
1732562496.707554,0
1732562497.7075157,0
1732562498.7088766,0
1732562499.707837,0
1732562500.7082157,0
1732562501.7076952,0
1732562502.7077284,0
1732562503.707322,0
1732562504.7075083,0
1732562505.7074938,0
1732562506.7075331,0
1732562507.707408,0
1732562508.7103899,0
1732562509.70903,0
1732562510.7075906,0
1732562511.7075157,0
1732562512.7080207,0
1732562513.707557,0
1732562514.7086227,0
1732562515.7085383,0
1732562516.707595,0
1732562517.7101884,0
1732562518.708011,0
1732562519.7077286,0
1732562520.7077594,0
1732562521.7073913,0
1732562522.708516,0
1732562523.70766,0
1732562524.7077115,0
1732562525.70751,0
1732562526.7075286,0
1732562527.707529,0
1732562528.7076519,0
1732562529.7077825,0
1732562530.7083735,0
1732562531.7075884,0
1732562532.7076716,0
1732562533.707757,0
1732562534.7074132,0
1732562535.7073421,0
1732562536.7106822,0
1732562537.707645,0
1732562538.7098355,0
1732562539.7077472,0
1732562540.7071288,0
1732562541.7075005,0
1732562542.7075224,0
1732562543.7078671,0
1732562544.7076633,0
1732562545.707492,0
1732562546.708571,0
1732562547.7079213,0
1732562548.7074344,0
1732562549.7076359,0
1732562550.7077408,0
1732562551.7074327,0
1732562552.7081394,0
1732562553.7093403,0
1732562554.7082083,0
1732562555.707379,0
1732562556.707651,0
1732562557.7075963,0
1732562558.7075293,0
1732562559.7076898,0
1732562560.707683,0
1732562561.707467,0
1732562562.7076664,0
1732562563.7073357,0
1732562564.7076576,0
1732562565.7073083,0
1732562566.7073572,0
1732562567.7073421,0
1732562568.7071404,0
1732562569.7071872,0
1732562570.7084816,0
1732562571.7075088,0
1732562572.7074456,0
1732562573.7081168,0
1732562574.707672,0
1732562575.7077105,0
1732562576.7070034,0
1732562577.7077212,0
1732562578.7074065,0
1732562579.7073276,0
1732562580.7078123,0
1732562581.707586,0
1732562582.7074833,0
1732562583.7075522,0
1732562584.7077527,0
1732562585.707408,0
1732562586.707459,0
