Timestamp,Messages per second
1732559052.82493,0
1732559053.8257904,0
1732559054.8256106,0
1732559055.825915,0
1732559056.8253503,0
1732559057.8257704,0
1732559058.824548,0
1732559059.8255775,0
1732559060.8253825,0
1732559061.8254857,0
1732559062.8257353,0
1732559063.8251538,0
1732559064.8251555,0
1732559065.8251863,0
1732559066.8252301,0
1732559067.8251777,0
1732559068.8255472,0
1732559069.824747,0
1732559070.8275495,0
1732559071.8268075,0
1732559072.8252017,0
1732559073.8255658,0
1732559074.825423,0
1732559075.8252199,0
1732559076.8254778,0
1732559077.8264852,0
1732559078.8256135,0
1732559079.8253362,0
1732559080.8255506,0
1732559081.825298,0
1732559082.8247647,0
1732559083.8256009,0
1732559084.8253293,0
1732559085.8263974,0
1732559086.825582,0
1732559087.824227,0
1732559088.8255286,0
1732559089.8256934,0
1732559090.8257642,0
1732559091.8254821,0
1732559092.8248687,0
1732559093.8270984,0
1732559094.8272343,0
1732559095.8254907,0
1732559096.8255963,0
1732559097.8252842,0
1732559098.8252265,0
1732559099.8252819,0
1732559100.8255305,0
1732559101.8256032,0
1732559102.8254452,0
1732559103.8253188,0
1732559104.824408,0
1732559105.8255568,0
1732559106.8256915,0
1732559107.825344,0
1732559108.8258235,0
1732559109.825669,0
1732559110.8250911,0
1732559111.8245127,0
1732559112.8255644,0
1732559113.8257053,0
1732559114.8245218,0
1732559115.8257508,0
1732559116.8257678,0
1732559117.8256145,0
1732559118.825716,0
1732559119.8254173,0
1732559120.825836,0
1732559121.825322,0
1732559122.8255973,0
1732559123.8269534,0
1732559124.8246949,0
1732559125.825633,0
1732559126.8253882,0
1732559127.8257606,0
1732559128.8262997,0
1732559129.8255486,0
1732559130.825315,0
1732559131.8246727,0
1732559132.8257966,0
1732559133.8257482,0
1732559134.8253253,0
1732559135.824988,0
1732559136.8293192,0
1732559137.827008,0
1732559138.8259711,0
1732559139.8257208,0
1732559140.8253274,0
1732559141.8256912,0
1732559142.8286245,0
1732559143.825322,0
1732559144.8256125,0
1732559145.825565,0
1732559146.8265774,0
1732559147.8253975,0
1732559148.825479,0
1732559149.8277645,0
1732559150.8255038,0
1732559151.825253,0
1732559152.825179,0
1732559153.8264523,0
1732559154.824433,0
1732559155.8257375,0
1732559156.8254056,0
1732559157.826558,0
1732559158.8253245,0
1732559159.8255377,0
1732559160.8254519,0
1732559161.825536,0
1732559162.8256063,0
1732559163.825323,0
1732559164.825279,0
1732559165.8245523,0
1732559166.825243,0
1732559167.8252857,0
1732559168.8255157,0
1732559169.8259516,0
1732559170.8256936,0
1732559171.825424,0
1732559172.8247905,0
1732559173.8246078,0
1732559174.8257136,0
1732559175.8243113,0
1732559176.8255696,0
1732559177.8254614,0
1732559178.8260195,0
1732559179.8256035,0
1732559180.8274598,0
1732559181.8281245,0
1732559182.8254259,0
1732559183.8250525,0
1732559184.8255978,0
1732559185.8258505,0
1732559186.825409,0
1732559187.8256721,0
1732559188.8254514,0
1732559189.8253703,0
1732559190.8256245,0
1732559191.8252516,0
1732559192.8255436,0
1732559193.8259003,0
1732559194.8250747,0
1732559195.8254602,0
1732559196.8282163,0
1732559197.8262637,0
1732559198.8252177,0
1732559199.8259468,0
1732559200.8252552,0
1732559201.8253536,0
1732559202.824806,0
1732559203.8253832,0
1732559204.8254545,0
1732559205.8256123,0
1732559206.8256724,0
1732559207.825384,0
1732559208.8257236,0
1732559209.8254678,0
1732559210.8265595,0
1732559211.825511,0
1732559212.825532,0
1732559213.825532,0
1732559214.8256652,0
1732559215.8264205,0
1732559216.8258162,0
1732559217.829479,0
1732559218.8254135,0
1732559219.8294585,0
1732559220.8255332,0
1732559221.8258476,0
1732559222.8254738,0
1732559223.82577,0
1732559224.8260388,0
1732559225.8252742,0
1732559226.8254008,0
1732559227.8256304,0
1732559228.825256,0
1732559229.8260317,0
1732559230.8255062,0
1732559231.825616,0
1732559232.8385515,0
1732559233.8256114,0
1732559234.8247323,0
1732559235.8259165,0
1732559236.8256845,0
1732559237.8253694,0
1732559238.8256936,0
1732559239.8251274,0
1732559240.829231,0
1732559241.8256774,0
1732559242.8254302,0
1732559243.825572,0
1732559244.8252494,0
1732559245.825228,0
1732559246.8252318,0
1732559247.8253384,0
1732559248.8253815,0
1732559249.8244064,0
1732559250.8254972,0
1732559251.8256466,0
1732559252.8252356,0
1732559253.825219,0
1732559254.8255677,0
1732559255.8279705,0
1732559256.8262262,0
1732559257.8256233,0
1732559258.8254988,0
1732559259.82963,0
1732559260.8260214,0
1732559261.8252182,0
1732559262.8227022,0
1732559263.826688,0
1732559264.8257363,0
1732559265.8275335,0
1732559266.825394,0
1732559267.825466,0
1732559268.8253965,0
1732559269.8252823,0
1732559270.8257587,0
1732559271.8253458,0
1732559272.8254402,0
1732559273.8257375,0
1732559274.8255374,0
1732559275.824948,0
1732559276.8252397,0
1732559277.8246782,0
1732559278.8251922,0
1732559279.8253946,0
1732559280.8252764,0
1732559281.8290863,0
1732559282.8257158,0
1732559283.8254533,0
1732559284.8255365,0
1732559285.8254817,0
1732559286.825369,0
1732559287.8251846,0
1732559288.8258784,0
1732559289.8255298,0
1732559290.8257554,0
1732559291.8283546,0
1732559292.8257027,0
1732559293.8249993,0
1732559294.8252542,0
1732559295.8253639,0
1732559296.825544,0
1732559297.824571,0
1732559298.825859,0
1732559299.8248901,0
1732559300.8254473,0
1732559301.8245523,0
1732559302.8253248,0
1732559303.82523,0
1732559304.8249414,0
1732559305.8257256,0
1732559306.8252892,0
1732559307.8247032,0
1732559308.8295834,0
1732559309.8275597,0
1732559310.824809,0
1732559311.825749,0
1732559312.8253307,0
1732559313.8252678,0
1732559314.825142,0
1732559315.8257344,0
1732559316.8253503,0
1732559317.824733,0
1732559318.8251808,0
1732559319.8253288,0
1732559320.825699,0
1732559321.8253617,0
1732559322.8238733,0
1732559323.8257618,0
1732559324.8253233,0
1732559325.8255286,0
1732559326.8255153,0
1732559327.825534,0
1732559328.8260357,0
1732559329.8259785,0
1732559330.8263369,0
1732559331.825775,0
1732559332.8261597,0
1732559333.824937,0
1732559334.8258162,0
1732559335.826915,0
1732559336.8268647,0
1732559337.8256106,0
1732559338.8258626,0
1732559339.8254166,0
1732559340.8289511,0
1732559341.825371,0
1732559342.8253314,0
1732559343.826101,0
1732559344.8252606,0
1732559345.8256433,0
1732559346.8254168,0
1732559347.8253417,0
1732559348.8249457,0
1732559349.8260007,0
1732559350.8247228,0
1732559351.8250487,0
1732559352.8249412,0
1732559353.825732,0
1732559354.8256288,0
1732559355.8260732,0
1732559356.8254247,0
1732559357.8247488,0
1732559358.8256502,0
1732559359.8253114,0
1732559360.8244328,0
1732559361.8254418,0
1732559362.825378,0
1732559363.8272421,0
1732559364.8251755,0
1732559365.8248658,0
1732559366.8254821,0
1732559367.8255086,0
1732559368.825989,0
1732559369.8251245,0
1732559370.8255281,0
1732559371.8252828,0
1732559372.8255787,0
1732559373.8275409,0
1732559374.8256056,0
1732559375.8251736,0
1732559376.8252876,0
