Time,Topic,DataSize
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6046,Odometry,711
6047,Odometry,711
6047,Odometry,360
6047,Odometry,320
6047,Odometry,320
6047,Odometry,124
6047,Odometry,360
6047,Odometry,711
6047,Odometry,368
6048,Lidar,24901
6048,Lidar,53
6048,Odometry,360
6048,Odometry,320
6048,Lidar,330
6048,Odometry,320
6048,Odometry,360
6048,Odometry,124
6048,Odometry,368
6049,Lidar,24837
6049,Lidar,24837
6049,Lidar,24837
6049,Odometry,360
6049,Odometry,320
6049,Sonstige,117
6050,Odometry,320
6050,Odometry,124
6050,Odometry,360
6050,Odometry,368
6050,Odometry,320
6050,Odometry,360
6050,Odometry,320
6050,Odometry,124
6050,Odometry,360
6050,Odometry,368
6051,Odometry,320
6051,Odometry,360
6051,Lidar,24837
6051,Lidar,53
6051,Lidar,329
6051,Odometry,320
6051,Odometry,124
6051,Odometry,360
6051,Odometry,368
6052,Sonstige,115
6052,Lidar,24837
6052,Lidar,24837
6052,Lidar,24837
6052,Lidar,24837
6052,Odometry,360
6052,Odometry,320
6052,Lidar,24901
6052,Lidar,24901
6052,Lidar,24901
6053,Odometry,320
6053,Odometry,124
6053,Odometry,360
6053,Odometry,368
6053,Odometry,360
6053,Lidar,24837
6053,Odometry,320
6053,Lidar,24837
6053,Odometry,320
6053,Odometry,124
6053,Odometry,360
6053,Odometry,368
6053,Lidar,6291675
6054,Odometry,360
6054,Odometry,320
6054,Lidar,24901
6054,Odometry,320
6054,Odometry,124
6054,Odometry,360
6054,Odometry,368
6055,Lidar,24837
6055,Odometry,360
6055,Odometry,320
6055,Odometry,320
6055,Odometry,124
6055,Odometry,360
6055,Odometry,368
6056,Odometry,360
6056,Odometry,320
6056,Lidar,262206
6056,Lidar,262206
6056,Lidar,262206
6056,Lidar,262206
6056,Lidar,53
6056,Lidar,328
6056,Odometry,320
6056,Odometry,124
6056,Odometry,360
6056,Lidar,24901
6056,Odometry,368
6057,Odometry,360
6057,Odometry,320
6058,Odometry,320
6058,Odometry,124
6058,Odometry,360
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,710
6058,Odometry,360
6058,Odometry,368
6058,Odometry,320
6058,Odometry,320
6058,Odometry,124
6058,Odometry,360
6058,Odometry,368
6058,Odometry,710
6058,Sonstige,121
6058,Sonstige,119
6058,Lidar,53
6059,Lidar,330
6059,Odometry,360
6059,Odometry,320
6059,Lidar,24837
6059,Lidar,24837
6059,Lidar,24837
6059,Lidar,24837
6059,Lidar,24837
6059,Odometry,320
6059,Lidar,24837
6059,Odometry,124
6059,Odometry,360
6059,Odometry,368
6060,Odometry,360
6060,Odometry,320
6060,Lidar,6291677
6060,Lidar,24901
6060,Lidar,24901
6060,Lidar,24901
6061,Odometry,320
6061,Odometry,360
6061,Odometry,124
6061,Odometry,368
6061,Odometry,360
6061,Odometry,320
6061,Lidar,24837
6061,Lidar,24837
6061,Odometry,320
6061,Odometry,124
6061,Odometry,360
6061,Odometry,368
6062,Lidar,24901
6062,Odometry,360
6062,Odometry,320
6062,Odometry,320
6062,Odometry,124
6062,Odometry,360
6062,Odometry,368
6062,Lidar,24837
6063,Odometry,360
6063,Lidar,24837
6063,Odometry,320
6063,Odometry,320
6063,Lidar,24901
6063,Odometry,124
6063,Odometry,360
6063,Odometry,368
6064,Odometry,360
6064,Odometry,320
6064,Lidar,262208
6064,Lidar,262208
6064,Lidar,262208
6064,Lidar,262208
6064,Odometry,320
6064,Odometry,124
6064,Odometry,360
6064,Odometry,368
6065,Odometry,360
6065,Odometry,320
6066,Odometry,320
6066,Odometry,124
6066,Odometry,360
6066,Odometry,368
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,711
6066,Odometry,360
6066,Odometry,320
6066,Lidar,53
6066,Lidar,328
6066,Odometry,320
6066,Odometry,124
6066,Odometry,360
6066,Odometry,368
6066,Odometry,711
6067,Odometry,360
6067,Odometry,320
6067,Lidar,24837
6067,Lidar,24837
6067,Lidar,24837
6067,Odometry,320
6067,Odometry,124
6067,Odometry,360
6067,Odometry,368
6068,Odometry,360
6068,Odometry,320
6068,Lidar,24901
6068,Lidar,24901
6068,Lidar,24901
6068,Lidar,53
6068,Lidar,330
6069,Odometry,320
6069,Odometry,124
6069,Odometry,360
6069,Lidar,24837
6069,Odometry,360
6069,Odometry,368
6069,Odometry,320
6069,Lidar,24837
6070,Lidar,24837
6070,Lidar,24837
6070,Lidar,24901
6070,Odometry,320
6070,Odometry,124
6070,Odometry,360
6070,Odometry,368
6070,Odometry,320
6070,Odometry,360
6070,Odometry,320
6070,Odometry,124
6070,Odometry,360
6070,Odometry,368
6070,Lidar,24837
6071,Odometry,360
6071,Odometry,320
6071,Lidar,24901
6071,Kamera,362
6072,Lidar,24837
6072,Lidar,53
6072,Lidar,329
6072,Odometry,320
6072,Odometry,124
6072,Odometry,360
6072,Odometry,368
6072,Odometry,360
6072,Odometry,320
6072,Odometry,320
6072,Odometry,124
6072,Odometry,368
6072,Odometry,360
6073,Odometry,360
6073,Odometry,320
6073,Odometry,320
6073,Odometry,360
6073,Odometry,368
6073,Odometry,124
6074,Lidar,24837
6074,Kamera,6912057
6074,Odometry,360
6074,Odometry,320
6074,Odometry,320
6074,Odometry,124
6074,Odometry,368
6074,Odometry,360
6075,Odometry,360
6075,Odometry,320
6075,Lidar,24837
6075,Lidar,24837
6075,Lidar,24837
6075,Odometry,320
6075,Odometry,360
6075,Odometry,124
6075,Odometry,368
6076,Odometry,360
6076,Lidar,24901
6076,Lidar,24901
6076,Odometry,320
6076,Lidar,24901
6077,Lidar,24837
6077,Lidar,53
6077,Lidar,328
6077,Odometry,320
6077,Odometry,124
6077,Odometry,360
6077,Odometry,368
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,710
6077,Odometry,320
6077,Odometry,360
6077,Odometry,320
6077,Odometry,124
6077,Lidar,24901
6077,Odometry,360
6077,Odometry,710
6077,Odometry,368
6078,Lidar,53
6078,Odometry,360
6078,Lidar,330
6078,Odometry,320
6078,Lidar,24837
6078,Odometry,320
6078,Odometry,124
6078,Odometry,360
6078,Odometry,368
6079,Odometry,360
6079,Odometry,320
6079,Lidar,24901
6080,Odometry,320
6080,Odometry,124
6080,Odometry,360
6080,Lidar,24837
6080,Lidar,24837
6080,Lidar,24837
6080,Lidar,53
6080,Odometry,368
6080,Odometry,360
6080,Odometry,320
6080,Lidar,329
6080,Odometry,320
6080,Odometry,360
6080,Odometry,124
6080,Odometry,368
6081,Odometry,360
6081,Odometry,320
6081,Odometry,320
6081,Odometry,124
6081,Odometry,360
6081,Odometry,368
6082,Odometry,360
6082,Lidar,24837
6082,Odometry,320
6082,Odometry,320
6082,Odometry,360
6082,Odometry,124
6082,Odometry,368
6083,Odometry,360
6083,Odometry,320
6083,Lidar,24837
6083,Lidar,24837
6083,Lidar,24837
6083,Odometry,320
6083,Odometry,124
6083,Odometry,360
6083,Odometry,368
6084,Lidar,24901
6084,Lidar,24901
6084,Lidar,24901
6084,Odometry,360
6084,Odometry,320
6084,Kamera,360
6084,Lidar,24837
6084,Lidar,24837
6085,Odometry,320
6085,Odometry,124
6085,Odometry,360
6085,Odometry,368
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,711
6085,Odometry,360
6085,Odometry,711
6085,Odometry,320
6085,Lidar,24901
6086,Odometry,320
6086,Odometry,124
6086,Odometry,368
6086,Odometry,360
6086,Odometry,711
6086,Odometry,360
6086,Odometry,320
6086,Lidar,24837
6086,Lidar,53
6086,Lidar,328
6086,Odometry,320
6086,Odometry,124
6086,Odometry,360
6086,Odometry,368
6087,Lidar,24901
6087,Kamera,6912055
6087,Odometry,360
6087,Odometry,320
6088,Odometry,320
6088,Odometry,124
6088,Odometry,360
6088,Odometry,360
6088,Odometry,368
6088,Odometry,320
6088,Lidar,53
6088,Lidar,330
6088,Odometry,320
6088,Odometry,124
6088,Odometry,360
6088,Odometry,368
6089,Odometry,360
6089,Odometry,320
6089,Odometry,320
6089,Odometry,124
6089,Odometry,360
6089,Odometry,368
6090,Odometry,360
6090,Lidar,24837
6090,Odometry,320
6090,Lidar,24837
6090,Odometry,320
6090,Lidar,24837
6090,Odometry,124
6090,Odometry,360
6090,Odometry,368
6091,Lidar,24837
6091,Lidar,24837
6091,Lidar,24837
6091,Odometry,360
6091,Odometry,320
6091,Odometry,320
6091,Odometry,124
6091,Odometry,360
6091,Odometry,368
6091,Lidar,24901
6091,Lidar,24901
6091,Lidar,24901
6092,Odometry,360
6092,Odometry,320
6092,Lidar,130
6092,Lidar,24837
6092,Lidar,24837
6093,Odometry,320
6093,Odometry,124
6093,Odometry,360
6093,Odometry,320
6093,Odometry,368
6093,Odometry,360
6093,Lidar,24901
6093,Odometry,320
6093,Odometry,124
6093,Odometry,360
6093,Odometry,368
6094,Lidar,24837
6094,Odometry,360
6094,Odometry,320
6094,Sonstige,119
6094,Odometry,320
6094,Odometry,124
6094,Odometry,360
6095,Odometry,368
6095,Lidar,24901
6095,Lidar,125
6095,Odometry,360
6095,Odometry,320
6096,Odometry,320
6096,Odometry,124
6096,Odometry,368
6096,Odometry,360
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,710
6096,Odometry,320
6096,Odometry,360
6096,Sonstige,117
6096,Lidar,24837
6096,Lidar,53
6096,Lidar,328
6096,Odometry,320
6096,Odometry,124
6096,Odometry,360
6096,Odometry,368
6096,Odometry,710
6097,Odometry,360
6097,Odometry,320
6097,Odometry,320
6097,Odometry,124
6097,Odometry,360
6097,Odometry,368
6097,Lidar,6291676
6098,Lidar,53
6098,Odometry,360
6098,Lidar,330
6098,Odometry,320
6098,Lidar,24837
6098,Lidar,24837
6098,Lidar,24837
6099,Odometry,320
6099,Odometry,124
6099,Odometry,360
6099,Odometry,368
6099,Odometry,320
6099,Odometry,360
6099,Lidar,24901
6099,Lidar,24901
6099,Lidar,24901
6099,Odometry,320
6099,Odometry,124
6099,Odometry,360
6099,Odometry,368
6099,Lidar,262207
6100,Lidar,262207
6100,Lidar,262207
6100,Lidar,262207
6100,Odometry,360
6100,Odometry,320
6100,Lidar,24837
6100,Odometry,320
6100,Odometry,124
6100,Odometry,360
6100,Odometry,368
6100,Lidar,24837
6100,Lidar,24837
6100,Lidar,24837
6101,Lidar,24901
6101,Odometry,360
6101,Odometry,320
6101,Odometry,320
6101,Odometry,124
6101,Odometry,360
6101,Odometry,368
6102,Lidar,24837
6102,Odometry,360
6102,Odometry,320
6102,Lidar,24901
6102,Odometry,320
6102,Odometry,124
6102,Odometry,360
6102,Odometry,368
6103,Lidar,24837
6103,Lidar,53
6103,Lidar,329
6103,Odometry,360
6103,Odometry,320
6104,Odometry,320
6104,Odometry,124
6104,Odometry,360
6104,Odometry,368
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,711
6104,Odometry,360
6104,Odometry,320
6104,Odometry,320
6104,Odometry,124
6104,Odometry,360
6104,Odometry,711
6104,Odometry,368
6105,Lidar,24837
6105,Odometry,360
6105,Odometry,320
6105,Odometry,320
6105,Odometry,124
6105,Odometry,360
6105,Odometry,368
6106,Odometry,360
6106,Odometry,320
6106,Lidar,24837
6106,Lidar,24837
6106,Lidar,53
6106,Lidar,24837
6106,Lidar,328
6107,Odometry,320
6107,Lidar,24901
6107,Lidar,24901
6107,Lidar,24901
6107,Odometry,124
6107,Odometry,360
6107,Odometry,368
6107,Odometry,320
6107,Odometry,360
6107,Odometry,371
6107,Odometry,135
6107,Odometry,320
6107,Odometry,124
6107,Odometry,360
6107,Odometry,368
6108,Lidar,24837
6108,Odometry,360
6108,Lidar,53
6108,Odometry,320
6108,Lidar,330
6108,Lidar,24901
6109,Odometry,320
6109,Odometry,124
6109,Odometry,360
6109,Odometry,368
6109,Odometry,320
6109,Odometry,360
6109,Lidar,24837
6110,Odometry,320
6110,Odometry,124
6110,Odometry,360
6110,Odometry,368
6110,Odometry,360
6110,Odometry,320
6110,Lidar,24901
6110,Odometry,320
6110,Odometry,360
6110,Odometry,124
6110,Odometry,368
6111,Odometry,360
6111,Odometry,320
6111,Lidar,24837
6111,Lidar,24837
6111,Lidar,24837
6112,Odometry,320
6112,Odometry,124
6112,Odometry,368
6112,Odometry,360
6112,Odometry,360
6112,Odometry,320
6112,Odometry,320
6112,Odometry,360
6112,Odometry,124
6112,Odometry,368
6113,Odometry,360
6113,Odometry,320
6113,Lidar,24837
6113,Odometry,320
6113,Odometry,360
6113,Odometry,124
6113,Odometry,368
6114,Odometry,360
6114,Lidar,24837
6114,Lidar,24837
6114,Lidar,24837
6114,Odometry,320
6114,Odometry,320
6114,Odometry,124
6114,Odometry,360
6114,Odometry,368
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6114,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Odometry,710
6115,Lidar,24901
6115,Lidar,24901
6115,Lidar,24901
6115,Odometry,360
6115,Odometry,320
6115,Lidar,24837
6116,Lidar,24837
6116,Odometry,320
6116,Odometry,124
6116,Odometry,360
6116,Odometry,368
6116,Odometry,710
6116,Odometry,360
6116,Odometry,320
6116,Lidar,24901
6116,Lidar,53
6116,Lidar,328
6117,Lidar,24837
6117,Odometry,320
6117,Odometry,124
6117,Odometry,360
6117,Odometry,368
6117,Odometry,320
6117,Odometry,360
6118,Kamera,361
6118,Lidar,53
6118,Lidar,24901
6118,Odometry,320
6118,Lidar,330
6118,Odometry,124
6118,Odometry,360
6118,Odometry,368
6118,Odometry,360
6118,Odometry,320
6119,Odometry,320
6119,Odometry,124
6119,Odometry,360
6119,Odometry,368
6119,Odometry,360
6119,Odometry,320
6120,Odometry,320
6120,Odometry,124
6120,Odometry,360
6120,Odometry,368
6120,Odometry,360
6120,Odometry,320
6120,Kamera,6912056
6120,Odometry,320
6120,Odometry,124
6120,Odometry,360
6120,Odometry,368
6121,Odometry,360
6121,Odometry,320
6121,Lidar,24837
6121,Lidar,24837
6121,Lidar,24837
6121,Odometry,320
6121,Odometry,124
6121,Odometry,360
6121,Odometry,368
6122,Lidar,24837
6122,Lidar,24837
6122,Lidar,24837
6122,Odometry,360
6122,Odometry,320
6122,Lidar,24901
6122,Lidar,24901
6123,Lidar,24901
6123,Odometry,320
6123,Odometry,124
6123,Odometry,360
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,711
6123,Odometry,360
6123,Odometry,368
6123,Odometry,320
6123,Lidar,24837
6123,Lidar,24837
6123,Odometry,320
6123,Odometry,124
6123,Odometry,360
6123,Odometry,711
6123,Odometry,368
6124,Odometry,360
6124,Odometry,320
6124,Lidar,24901
6124,Odometry,320
6124,Odometry,124
6124,Odometry,360
6124,Odometry,368
6125,Lidar,24837
6125,Odometry,360
6125,Lidar,24837
6125,Odometry,320
6125,Odometry,320
6125,Odometry,124
6125,Odometry,360
6125,Odometry,368
6126,Lidar,24901
6126,Odometry,360
6126,Odometry,320
6126,Odometry,320
6126,Odometry,360
6126,Odometry,124
6126,Odometry,368
6126,Lidar,53
6127,Lidar,328
6127,Kamera,361
6127,Odometry,360
6127,Odometry,320
6128,Lidar,53
6128,Lidar,330
6128,Odometry,320
6128,Odometry,360
6128,Odometry,360
6128,Odometry,124
6128,Odometry,368
6128,Odometry,320
6129,Odometry,320
6129,Odometry,124
6129,Odometry,360
6129,Odometry,368
6129,Odometry,360
6129,Odometry,320
6129,Kamera,6912056
6129,Odometry,320
6129,Odometry,360
6129,Odometry,124
6129,Odometry,368
6130,Lidar,24837
6130,Lidar,24837
6130,Lidar,24837
6130,Odometry,360
6130,Odometry,320
6130,Lidar,24901
6130,Lidar,24901
6130,Lidar,24901
6131,Odometry,320
6131,Odometry,360
6131,Odometry,124
6131,Odometry,368
6131,Odometry,360
6131,Odometry,320
6131,Lidar,24837
6131,Odometry,320
6131,Odometry,124
6131,Odometry,360
6131,Odometry,368
6131,Lidar,24837
6131,Lidar,24837
6131,Lidar,24837
6132,Odometry,360
6132,Odometry,320
6132,Lidar,24901
6133,Lidar,24837
6133,Odometry,320
6133,Odometry,124
6133,Odometry,360
6133,Odometry,368
6133,Odometry,360
6133,Odometry,320
6133,Lidar,24901
6134,Lidar,24837
6134,Lidar,53
6134,Lidar,329
6134,Odometry,320
6134,Odometry,124
6134,Odometry,360
6134,Odometry,368
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,710
6134,Odometry,320
6134,Odometry,360
6135,Odometry,320
6135,Odometry,124
6135,Odometry,710
6135,Odometry,360
6135,Odometry,368
6135,Odometry,360
6135,Odometry,320
6136,Lidar,24837
6136,Odometry,320
6136,Odometry,360
6136,Odometry,124
6136,Odometry,360
6136,Odometry,368
6136,Odometry,320
6136,Lidar,53
6136,Lidar,328
6137,Odometry,320
6137,Odometry,124
6137,Odometry,360
6137,Odometry,368
6137,Odometry,360
6137,Odometry,320
6137,Lidar,24837
6137,Lidar,24837
6137,Lidar,24837
6138,Odometry,124
6138,Odometry,320
6138,Odometry,360
6138,Odometry,368
6138,Odometry,320
6138,Odometry,360
6138,Lidar,24901
6138,Lidar,24901
6138,Lidar,53
6138,Lidar,24901
6138,Lidar,330
6139,Odometry,320
6139,Odometry,124
6139,Odometry,360
6139,Odometry,368
6139,Odometry,360
6139,Odometry,320
6139,Lidar,24837
6139,Odometry,320
6139,Odometry,360
6139,Odometry,124
6139,Odometry,368
6140,Lidar,24901
6140,Odometry,360
6140,Odometry,320
6140,Odometry,320
6140,Odometry,124
6140,Odometry,360
6140,Odometry,368
6140,Lidar,24837
6141,Odometry,360
6141,Lidar,24901
6141,Odometry,320
6141,Odometry,320
6141,Odometry,124
6141,Odometry,360
6141,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,711
6142,Odometry,368
6142,Odometry,360
6142,Lidar,24837
6142,Lidar,24837
6142,Lidar,24837
6142,Odometry,320
6142,Odometry,320
6142,Odometry,360
6142,Odometry,124
6142,Odometry,711
6142,Odometry,368
6143,Odometry,360
6143,Odometry,320
6143,Odometry,320
6143,Odometry,124
6143,Odometry,360
6143,Odometry,368
6144,Lidar,24837
6144,Odometry,360
6144,Odometry,320
6144,Odometry,320
6144,Odometry,124
6144,Odometry,360
6144,Odometry,368
6145,Odometry,320
6145,Odometry,360
6145,Lidar,24837
6145,Lidar,24837
6145,Lidar,24837
6145,Odometry,320
6145,Odometry,360
6145,Odometry,124
6145,Odometry,368
6146,Odometry,360
6146,Odometry,320
6146,Lidar,24901
6146,Lidar,24901
6146,Lidar,24837
6146,Lidar,24901
6147,Lidar,24837
6147,Lidar,53
6147,Odometry,320
6147,Odometry,124
6147,Odometry,360
6147,Odometry,360
6147,Odometry,368
6147,Odometry,320
6147,Odometry,320
6147,Odometry,124
6147,Odometry,360
6147,Odometry,368
6147,Lidar,24901
6148,Lidar,53
6148,Odometry,360
6148,Lidar,330
6148,Odometry,320
6148,Lidar,24837
6148,Odometry,320
6148,Odometry,124
6148,Odometry,360
6148,Odometry,368
6149,Odometry,360
6149,Odometry,320
6149,Lidar,24901
6150,Sonstige,117
6150,Sonstige,115
6150,Odometry,320
6150,Odometry,124
6150,Odometry,360
6150,Odometry,360
6150,Odometry,368
6150,Odometry,320
6150,Odometry,320
6150,Odometry,124
6150,Odometry,360
6150,Odometry,368
6151,Odometry,360
6151,Odometry,320
6151,Odometry,320
6151,Odometry,124
6151,Odometry,360
6151,Odometry,368
6151,Lidar,328
6152,Lidar,24837
6152,Lidar,24837
6152,Lidar,24837
6152,Odometry,360
6152,Odometry,320
6152,Odometry,320
6152,Odometry,124
6152,Odometry,360
6152,Odometry,368
6152,Odometry,710
6152,Odometry,710
6152,Odometry,710
6152,Odometry,710
6152,Odometry,710
6152,Odometry,710
6152,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,710
6153,Odometry,360
6153,Odometry,320
6153,Lidar,6291675
6153,Lidar,24837
6153,Lidar,24837
6153,Lidar,24837
6153,Odometry,320
6153,Odometry,124
6153,Odometry,360
6153,Odometry,710
6153,Odometry,368
6154,Lidar,24901
6154,Lidar,24901
6154,Lidar,24901
6154,Odometry,360
6154,Odometry,320
6154,Lidar,24837
6155,Lidar,24837
6155,Odometry,320
6155,Odometry,360
6155,Odometry,124
6155,Odometry,368
6155,Odometry,360
6155,Odometry,320
6155,Lidar,24901
6155,Odometry,320
6155,Odometry,124
6155,Odometry,360
6155,Odometry,368
6156,Odometry,360
6156,Odometry,320
6156,Lidar,24837
6156,Lidar,53
6156,Lidar,328
6156,Lidar,24837
6156,Lidar,53
6156,Odometry,320
6156,Lidar,329
6156,Odometry,124
6156,Odometry,360
6156,Odometry,368
6157,Odometry,360
6157,Odometry,320
6158,Odometry,320
6158,Odometry,124
6158,Odometry,360
6158,Odometry,368
6158,Odometry,320
6158,Odometry,360
6158,Odometry,320
6158,Odometry,124
6158,Odometry,360
6158,Odometry,368
6159,Sonstige,121
6159,Lidar,24901
6159,Sonstige,119
6159,Lidar,53
6159,Lidar,330
6159,Odometry,360
6159,Odometry,320
6159,Odometry,320
6159,Odometry,360
6159,Odometry,368
6159,Odometry,124
6160,Odometry,360
6160,Odometry,320
6160,Lidar,262206
6160,Odometry,320
6160,Lidar,262206
6160,Odometry,360
6160,Odometry,124
6160,Odometry,368
6160,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Lidar,262206
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Lidar,6291677
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Odometry,711
6161,Lidar,262206
6161,Odometry,360
6161,Odometry,320
6161,Lidar,24837
6161,Lidar,24837
6161,Lidar,24837
6161,Odometry,320
6161,Odometry,124
6161,Odometry,360
6161,Odometry,711
6161,Odometry,368
6162,Lidar,24901
6162,Lidar,24901
6162,Lidar,24901
6162,Odometry,360
6162,Odometry,320
6162,Lidar,24837
6162,Lidar,24837
6162,Lidar,24837
6162,Lidar,24837
6163,Odometry,320
6163,Odometry,124
6163,Odometry,360
6163,Odometry,368
6163,Odometry,320
6163,Odometry,360
6163,Lidar,24901
6163,Odometry,320
6163,Odometry,360
6163,Odometry,124
6163,Odometry,368
6163,Lidar,262208
6163,Lidar,262208
6164,Lidar,262208
6164,Lidar,262208
6164,Odometry,360
6164,Odometry,320
6164,Lidar,24837
6164,Odometry,320
6164,Odometry,124
6164,Odometry,360
6164,Odometry,368
6165,Lidar,24837
6165,Lidar,24901
6165,Odometry,360
6165,Odometry,320
6165,Odometry,135
6165,Odometry,371
6166,Odometry,320
6166,Odometry,360
6166,Odometry,124
6166,Odometry,368
6166,Odometry,320
6166,Odometry,360
6166,Lidar,53
6166,Odometry,320
6166,Lidar,328
6166,Odometry,124
6166,Odometry,360
6166,Odometry,368
6167,Lidar,24837
6167,Odometry,360
6167,Odometry,320
6167,Odometry,320
6167,Odometry,124
6167,Odometry,360
6167,Odometry,368
6168,Lidar,53
6168,Lidar,330
6168,Odometry,360
6168,Odometry,320
6168,Odometry,320
6168,Odometry,124
6168,Odometry,368
6168,Odometry,360
6169,Lidar,24837
6169,Lidar,24837
6169,Lidar,24837
6169,Odometry,360
6169,Odometry,320
6169,Lidar,24901
6169,Lidar,24901
6169,Lidar,24901
6169,Odometry,320
6169,Odometry,124
6169,Odometry,360
6169,Odometry,368
6170,Odometry,360
6170,Odometry,320
6170,Lidar,24837
6171,Lidar,24901
6171,Odometry,124
6171,Odometry,320
6171,Odometry,360
6171,Odometry,368
6171,Odometry,320
6171,Odometry,360
6171,Kamera,362
6172,Lidar,24837
6172,Odometry,320
6172,Odometry,124
6172,Odometry,360
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,710
6172,Odometry,360
6172,Odometry,368
6172,Odometry,320
6172,Odometry,320
6172,Odometry,124
6172,Odometry,360
6172,Odometry,710
6172,Odometry,368
6172,Lidar,24901
6173,Odometry,360
6173,Odometry,320
6173,Lidar,24837
6173,Lidar,24837
6173,Lidar,24837
6174,Kamera,6912057
6174,Odometry,320
6174,Odometry,124
6174,Odometry,360
6174,Odometry,368
6174,Odometry,320
6174,Odometry,360
6174,Odometry,320
6174,Odometry,360
6174,Odometry,124
6174,Odometry,368
6175,Odometry,360
6175,Odometry,320
