Timestamp,Total CPU Load,Total Used Memory,Core CPU,Core Memory,Ameise CPU,Ameise Memory,Radar CPU,Radar Memory
1737224563.4509985,100.9,583.47,73.9,485.11,24.0,65.04,3.0,33.32
1737224565.4632297,90.9,578.55,65.9,481.25,23.0,63.98,2.0,33.32
1737224567.479534,95.9,573.1,70.9,481.25,24.0,58.53,1.0,33.32
1737224569.4907417,87.9,572.61,62.9,481.25,23.0,58.04,2.0,33.32
1737224571.5192032,89.9,572.46,65.9,481.31,22.0,57.83,2.0,33.32
1737224573.5303137,82.9,573.23,60.9,481.31,20.0,58.6,2.0,33.32
1737224575.5424979,88.0,578.51,65.0,486.72,21.0,58.47,2.0,33.32
1737224577.5585988,93.0,578.7,67.0,481.38,23.0,64.0,3.0,33.32
1737224579.572293,89.9,566.77,66.9,481.38,21.0,52.07,2.0,33.32
1737224581.5855432,93.9,579.15,68.9,481.38,23.0,64.45,2.0,33.32
1737224583.6005979,90.9,585.48,67.9,487.04,21.0,65.12,2.0,33.32
1737224585.6140316,95.8,573.35,70.9,481.38,22.9,58.65,2.0,33.32
1737224587.6278749,91.9,577.26,68.9,485.5,21.0,58.44,2.0,33.32
1737224589.641624,91.0,572.87,66.0,481.5,23.0,58.05,2.0,33.32
1737224591.6557517,97.9,582.51,73.0,484.64,22.9,64.55,2.0,33.32
1737224593.6659536,92.8,566.97,66.9,481.56,21.9,52.09,4.0,33.32
1737224595.6793296,91.8,572.83,65.9,481.56,22.9,57.95,3.0,33.32
1737224597.6948152,91.7,579.77,65.8,481.81,23.9,64.64,2.0,33.32
1737224599.704763,82.9,578.97,60.9,486.97,20.0,58.68,2.0,33.32
1737224601.7157025,88.0,573.44,63.0,481.56,23.0,58.56,2.0,33.32
1737224603.7266517,86.8,573.31,64.8,488.0,21.0,51.99,1.0,33.32
1737224605.7425816,93.9,579.41,65.9,481.56,25.0,64.53,3.0,33.32
1737224607.7546432,93.0,579.42,66.0,481.56,25.0,64.54,2.0,33.32
1737224609.7632606,89.8,574.54,65.8,482.58,22.0,58.64,2.0,33.32
1737224611.7751997,76.9,575.79,51.9,483.87,24.0,58.6,1.0,33.32
1737224613.790393,71.7,579.35,49.7,481.56,22.0,64.47,0.0,33.32
1737224615.8030846,73.7,584.25,49.8,486.45,23.9,64.48,0.0,33.32
1737224617.812202,81.2,573.77,54.5,482.58,25.7,57.87,1.0,33.32
1737224619.8264883,64.9,572.85,42.9,481.56,22.0,57.97,0.0,33.32
1737224621.839852,71.9,573.72,48.9,481.81,23.0,58.59,0.0,33.32
1737224623.8588874,71.9,584.82,48.9,486.45,23.0,65.05,0.0,33.32
1737224625.8720026,80.9,574.38,53.9,481.56,27.0,59.5,0.0,33.32
1737224627.8819044,70.9,579.49,48.9,481.56,22.0,64.61,0.0,33.32
1737224629.8955505,63.0,578.03,44.0,486.19,19.0,58.52,0.0,33.32
1737224631.909045,71.8,572.77,48.9,481.56,22.9,57.89,0.0,33.32
1737224633.9217439,73.7,572.76,49.8,481.56,23.9,57.88,0.0,33.32
1737224635.9353337,76.9,573.37,50.9,481.56,26.0,58.49,0.0,33.32
1737224637.9490228,69.9,579.47,47.9,481.56,22.0,64.59,0.0,33.32
1737224639.9637144,72.8,583.53,48.9,485.68,23.9,64.53,0.0,33.32
1737224641.9775455,67.8,572.58,45.8,487.22,22.0,52.04,0.0,33.32
1737224643.991521,73.9,579.54,49.9,481.56,23.0,64.66,1.0,33.32
1737224646.0066705,71.9,572.77,49.9,481.56,22.0,57.89,0.0,33.32
1737224648.0234873,74.9,572.74,48.9,481.56,26.0,57.86,0.0,33.32
1737224650.0348787,75.9,572.73,52.9,481.56,23.0,57.85,0.0,33.32
1737224652.0464315,70.9,579.44,46.9,481.56,24.0,64.56,0.0,33.32
1737224654.058179,71.9,577.93,48.9,485.93,23.0,58.68,0.0,33.32
1737224656.0713036,73.8,587.57,49.9,489.02,22.9,65.23,1.0,33.32
1737224658.0798352,74.0,573.33,51.0,481.56,23.0,58.45,0.0,33.32
1737224660.0911798,72.8,578.28,49.9,486.97,22.9,57.99,0.0,33.32
1737224662.1029353,72.8,573.4,49.8,481.56,23.0,58.52,0.0,33.32
1737224664.1247323,75.9,578.84,51.9,481.56,24.0,63.96,0.0,33.32
1737224666.1369011,69.9,584.23,47.9,486.45,22.0,64.46,0.0,33.32
1737224668.1459622,69.8,578.35,46.9,486.45,21.9,58.58,1.0,33.32
1737224670.1608539,70.8,572.93,47.9,481.56,22.9,58.05,0.0,33.32
1737224672.174255,77.9,567.06,53.9,481.56,24.0,52.18,0.0,33.32
1737224674.1852388,75.0,572.9,50.0,481.56,25.0,58.02,0.0,33.32
1737224676.1974366,73.0,579.54,49.0,481.56,24.0,64.66,0.0,33.32
1737224678.2095482,73.8,579.32,50.9,481.56,22.9,64.44,0.0,33.32
1737224680.2197115,64.9,573.4,43.9,481.56,21.0,58.52,0.0,33.32
1737224682.2289302,72.0,566.92,49.0,481.56,23.0,52.04,0.0,33.32
1737224684.2431831,69.9,566.9,46.9,481.56,22.0,52.02,1.0,33.32
1737224686.2557762,75.9,575.55,50.9,483.61,25.0,58.62,0.0,33.32
1737224688.2661593,72.8,579.39,49.8,481.56,23.0,64.51,0.0,33.32
1737224690.278187,70.9,579.43,47.9,487.48,23.0,58.63,0.0,33.32
1737224692.2909443,70.9,579.56,47.9,481.56,23.0,64.68,0.0,33.32
1737224694.3014083,72.9,573.8,49.9,481.84,22.0,58.64,1.0,33.32
1737224696.3157425,73.0,573.01,49.0,481.84,24.0,57.85,0.0,33.32
1737224698.3261743,71.9,579.73,48.9,481.84,23.0,64.57,0.0,33.32
1737224700.3360925,70.9,579.11,48.9,481.84,22.0,63.95,0.0,33.32
1737224702.348914,74.9,579.7,51.9,481.84,23.0,64.54,0.0,33.32
1737224704.3610594,74.9,579.79,50.9,481.84,24.0,64.63,0.0,33.32
1737224706.3722744,75.8,573.09,51.8,481.84,23.0,57.93,1.0,33.32
1737224708.386449,69.9,585.92,47.9,487.5,22.0,65.1,0.0,33.32
1737224710.4020703,71.8,579.65,47.9,481.84,23.9,64.49,0.0,33.32
1737224712.4179802,73.8,573.66,48.9,481.84,24.9,58.5,0.0,33.32
1737224714.4292645,69.9,573.67,48.9,481.84,21.0,58.51,0.0,33.32
1737224716.4405837,73.9,573.59,48.9,481.84,24.0,58.43,1.0,33.32
1737224718.4518015,78.9,579.69,53.9,481.84,25.0,64.53,0.0,33.32
1737224720.4666872,68.0,588.3,46.0,489.92,22.0,65.06,0.0,33.32
1737224722.4743106,72.9,586.31,48.9,488.38,23.0,64.61,1.0,33.32
1737224724.4873662,73.8,579.71,50.9,488.38,21.9,58.01,1.0,33.32
1737224726.4972095,73.9,585.73,50.9,488.38,23.0,64.03,0.0,33.32
1737224728.508554,70.9,580.14,46.9,488.38,23.0,58.44,1.0,33.32
1737224730.5225616,73.9,585.61,49.9,488.38,24.0,63.91,0.0,33.32
1737224732.5362117,118.8,574.46,68.9,489.13,23.0,52.08,26.9,33.25
1737224734.5494184,122.9,589.61,79.9,491.7,21.0,64.66,22.0,33.25
1737224736.5658221,113.7,574.49,82.8,489.13,20.9,52.11,10.0,33.25
1737224738.588789,92.9,580.25,67.9,489.13,23.0,57.87,2.0,33.25
1737224740.6006274,91.8,591.07,65.9,493.76,21.9,64.06,4.0,33.25
1737224742.6110325,93.9,591.44,71.9,493.76,20.0,64.43,2.0,33.25
1737224744.631165,90.8,587.02,64.9,489.13,22.9,64.64,3.0,33.25
1737224746.6548367,78.9,586.32,57.9,489.13,19.0,63.94,2.0,33.25
1737224748.6672907,87.7,580.32,65.7,489.13,21.0,57.94,1.0,33.25
1737224750.686545,87.9,580.98,62.9,489.26,22.0,58.47,3.0,33.25
1737224752.6963806,93.7,582.14,67.8,490.28,22.9,58.61,3.0,33.25
