Timestamp,Total CPU Load,Total Used Memory,Core CPU,Core Memory,Ameise CPU,Ameise Memory,Radar CPU,Radar Memory
1737218982.6600647,62.9,586.6,43.9,483.79,19.0,64.4,0.0,38.41
1737218984.6751938,50.0,593.21,35.0,490.35,15.0,64.45,0.0,38.41
1737218986.7071068,70.0,586.8,47.0,483.79,23.0,64.6,0.0,38.41
1737218988.7191265,58.9,580.13,38.9,483.79,19.0,57.93,1.0,38.41
1737218990.7316027,72.9,586.7,50.9,483.79,22.0,64.5,0.0,38.41
1737218992.744202,71.9,586.75,47.9,483.79,23.0,64.55,1.0,38.41
1737218994.7557414,70.9,586.63,48.9,483.79,22.0,64.43,0.0,38.41
1737218996.7654626,53.1,580.19,36.1,483.79,16.0,57.99,1.0,38.41
1737218998.7775152,36.9,580.31,26.0,483.79,10.9,58.11,0.0,38.41
1737219000.7886505,71.7,580.16,49.8,483.79,21.9,57.96,0.0,38.41
1737219002.799589,63.8,586.72,42.8,483.79,20.0,64.52,1.0,38.41
1737219004.8114152,62.9,586.6,42.9,483.79,20.0,64.4,0.0,38.41
1737219006.8249285,73.9,580.34,49.9,483.79,24.0,58.14,0.0,38.41
1737219008.8356085,78.9,580.22,51.9,483.79,27.0,58.02,0.0,38.41
1737219010.845841,64.9,587.71,44.9,484.81,20.0,64.49,0.0,38.41
1737219012.8545039,71.9,586.79,48.9,483.79,22.0,64.59,1.0,38.41
1737219014.8667772,73.9,592.78,51.9,489.97,22.0,64.4,0.0,38.41
1737219016.8868024,78.5,591.67,54.5,488.68,24.0,64.58,0.0,38.41
1737219018.8976693,70.9,586.65,49.9,483.79,21.0,64.45,0.0,38.41
1737219020.9071474,76.0,592.84,52.0,489.97,23.0,64.46,1.0,38.41
1737219022.9219844,73.9,590.46,51.9,487.65,22.0,64.4,0.0,38.41
1737219024.9308991,73.9,586.71,49.9,483.79,24.0,64.51,0.0,38.41
1737219026.9464211,75.9,591.31,51.9,488.42,23.0,64.48,1.0,38.41
1737219028.958522,73.8,598.71,51.8,489.19,21.0,71.11,1.0,38.41
1737219030.9706335,70.9,586.64,48.9,483.79,22.0,64.44,0.0,38.41
1737219032.981479,77.0,586.82,52.0,483.79,25.0,64.62,0.0,38.41
1737219034.9941525,78.9,580.25,54.9,483.79,24.0,58.05,0.0,38.41
1737219037.011492,77.0,580.15,53.0,483.79,24.0,57.95,0.0,38.41
1737219039.023323,60.5,586.77,41.5,483.79,19.0,64.57,0.0,38.41
1737219041.0341306,73.9,586.81,50.9,483.79,22.0,64.61,1.0,38.41
1737219043.0485618,71.5,591.31,50.6,494.86,20.9,58.04,0.0,38.41
1737219045.063179,70.7,592.48,48.8,489.45,21.9,64.62,0.0,38.41
1737219047.0784414,73.9,586.79,51.9,483.79,22.0,64.59,0.0,38.41
1737219049.09025,68.9,580.17,47.9,483.79,21.0,57.97,0.0,38.41
1737219051.1078973,77.9,580.17,53.9,483.79,24.0,57.97,0.0,38.41
1737219053.1185722,70.0,586.67,46.0,490.23,24.0,58.03,0.0,38.41
1737219055.127797,72.0,580.26,50.0,483.79,21.0,58.06,1.0,38.41
1737219057.1414928,63.0,580.16,44.0,483.79,19.0,57.96,0.0,38.41
1737219059.1552024,69.0,592.73,46.0,489.71,23.0,64.61,0.0,38.41
1737219061.1683137,70.9,586.73,48.9,483.79,22.0,64.53,0.0,38.41
1737219063.1829429,63.9,586.62,43.9,483.79,20.0,64.42,0.0,38.41
1737219065.1927247,24.0,586.66,15.0,483.79,8.0,64.46,1.0,38.41
1737219067.2044816,53.7,592.39,37.8,489.45,15.9,64.53,0.0,38.41
1737219069.217937,50.9,586.79,34.9,483.79,16.0,64.59,0.0,38.41
1737219071.2289677,74.9,597.84,50.9,488.42,23.0,71.01,1.0,38.41
1737219073.239696,66.8,586.95,43.9,484.04,22.9,64.5,0.0,38.41
1737219075.2581258,59.8,580.39,39.9,484.04,19.9,57.94,0.0,38.41
1737219077.2724302,54.9,586.97,40.0,484.04,14.9,64.52,0.0,38.41
1737219079.2897298,61.9,586.36,42.9,484.04,19.0,63.91,0.0,38.41
1737219081.3022702,75.8,595.35,51.8,485.84,23.0,71.1,1.0,38.41
1737219083.3111,73.9,590.93,50.9,487.91,23.0,64.61,0.0,38.41
1737219085.3235397,59.9,590.21,40.9,487.39,19.0,64.41,0.0,38.41
1737219087.3476362,44.0,586.94,29.0,484.04,14.0,64.49,1.0,38.41
1737219089.3603754,72.9,587.02,49.9,484.04,22.0,64.57,1.0,38.41
1737219091.3726733,53.9,580.59,34.9,484.04,19.0,58.14,0.0,38.41
1737219093.3904314,73.9,591.66,49.9,488.68,23.0,64.57,1.0,38.41
1737219095.4106095,72.0,586.9,50.0,484.04,22.0,64.45,0.0,38.41
1737219097.4224749,73.9,580.5,51.9,484.04,21.0,58.05,1.0,38.41
1737219099.4402463,70.8,587.01,48.9,484.04,21.9,64.56,0.0,38.41
1737219101.4511802,70.9,586.88,48.9,484.04,22.0,64.43,0.0,38.41
1737219103.4603882,68.0,587.61,46.0,484.56,21.0,64.64,1.0,38.41
1737219105.4700131,71.9,580.42,49.9,484.04,22.0,57.97,0.0,38.41
1737219107.4803507,75.9,592.89,52.9,489.97,23.0,64.51,0.0,38.41
1737219109.4965727,75.9,591.7,52.9,488.68,23.0,64.61,0.0,38.41
1737219111.5100973,69.7,584.32,47.7,487.91,22.0,58.0,0.0,38.41
1737219113.5210266,71.9,580.39,50.9,484.04,21.0,57.94,0.0,38.41
1737219115.53025,70.8,586.91,47.8,484.04,22.0,64.46,1.0,38.41
1737219117.542194,79.9,585.32,57.9,488.94,22.0,57.97,0.0,38.41
1737219119.5537307,73.9,587.07,50.9,484.04,22.0,64.62,1.0,38.41
1737219121.5695803,74.9,592.11,51.9,489.2,23.0,64.5,0.0,38.41
1737219123.581872,65.8,586.89,45.8,484.04,20.0,64.44,0.0,38.41
1737219125.5971448,67.0,580.56,46.0,484.04,21.0,58.11,0.0,38.41
1737219127.6072419,70.7,587.0,47.8,484.04,21.9,64.55,1.0,38.41
1737219129.619211,74.9,586.95,52.9,484.04,22.0,64.5,0.0,38.41
1737219131.6305995,73.8,588.33,50.8,484.81,23.0,65.11,0.0,38.41
1737219133.6406765,76.9,591.85,53.9,488.94,22.0,64.5,1.0,38.41
1737219135.6516423,75.9,590.72,51.9,487.91,24.0,64.4,0.0,38.41
1737219137.6623883,70.9,597.08,48.9,487.65,21.0,71.02,1.0,38.41
1737219139.6719432,67.0,580.57,46.0,484.04,21.0,58.12,0.0,38.41
1737219141.6835504,77.0,580.76,53.0,484.3,24.0,58.05,0.0,38.41
1737219143.6936278,73.9,587.06,51.9,484.04,22.0,64.61,0.0,38.41
1737219145.7048151,76.9,598.71,53.9,489.19,22.0,71.11,1.0,38.41
1737219147.724082,73.9,586.88,48.9,490.49,25.0,57.98,0.0,38.41
1737219149.7388113,73.9,587.09,51.9,484.05,22.0,64.63,0.0,38.41
1737219151.751316,68.9,584.79,46.9,488.43,22.0,57.95,0.0,38.41
1737219153.7610211,78.9,591.65,53.9,488.69,25.0,64.55,0.0,38.41
1737219155.7755902,67.9,587.09,47.9,484.05,19.0,64.63,1.0,38.41
1737219157.785185,81.9,586.86,56.9,484.05,25.0,64.4,0.0,38.41
1737219159.7939963,77.6,590.73,53.6,487.92,24.0,64.4,0.0,38.41
1737219161.8067143,74.9,580.55,52.9,484.05,22.0,58.09,0.0,38.41
1737219163.816901,67.9,589.95,46.9,487.14,21.0,64.4,0.0,38.41
1737219165.8303857,76.6,587.04,54.7,484.05,21.9,64.58,0.0,38.41
1737219167.8470974,76.9,587.1,55.0,484.05,21.9,64.64,0.0,38.41
1737219169.8634675,76.8,587.79,53.8,484.82,23.0,64.56,0.0,38.41
1737219171.8808079,68.0,586.89,47.0,484.05,21.0,64.43,0.0,38.41
1737219173.8934195,79.9,592.32,56.9,489.98,23.0,63.93,0.0,38.41
1737219175.9036858,59.9,586.86,39.9,484.05,20.0,64.4,0.0,38.41
1737219177.914054,54.0,587.08,37.0,484.05,17.0,64.62,0.0,38.41
1737219179.9245517,45.9,592.61,30.9,489.72,15.0,64.48,0.0,38.41
1737219181.9401996,60.9,587.02,41.9,484.05,18.0,64.56,1.0,38.41
1737219183.9559383,56.9,586.89,39.9,484.05,17.0,64.43,0.0,38.41
1737219185.9641685,62.9,585.77,43.9,489.21,19.0,58.15,0.0,38.41
1737219187.9784937,68.9,591.84,47.9,488.95,21.0,64.48,0.0,38.41
1737219189.9937305,65.9,587.05,45.9,484.05,20.0,64.59,0.0,38.41
1737219192.0024087,73.9,586.92,50.9,484.05,22.0,64.46,1.0,38.41
1737219194.0136561,75.9,586.97,51.9,484.05,24.0,64.51,0.0,38.41
1737219196.0297556,55.0,591.75,37.0,488.95,18.0,64.39,0.0,38.41
1737219198.040768,41.9,580.51,28.9,484.05,13.0,58.05,0.0,38.41
1737219200.052561,65.9,591.84,44.9,488.95,20.0,64.48,1.0,38.41
1737219202.0632281,65.9,580.8,46.9,484.34,19.0,58.05,0.0,38.41
1737219204.0736556,74.9,585.5,49.9,488.98,25.0,58.11,0.0,38.41
1737219206.0837824,75.9,593.29,55.0,484.34,20.9,70.54,0.0,38.41
1737219208.0958223,76.6,588.46,51.6,492.07,25.0,57.98,0.0,38.41
1737219210.1074095,78.9,587.29,54.9,484.34,24.0,64.54,0.0,38.41
1737219212.1210704,76.8,587.38,51.8,484.34,25.0,64.63,0.0,38.41
1737219214.1345081,75.7,591.58,50.9,488.72,24.8,64.45,0.0,38.41
1737219216.1451137,83.8,592.72,57.8,489.75,26.0,64.56,0.0,38.41
1737219218.1567,77.9,587.18,52.9,484.34,25.0,64.43,0.0,38.41
1737219220.168188,84.9,580.85,55.9,484.34,29.0,58.1,0.0,38.41
1737219222.178696,68.9,587.32,47.9,484.34,21.0,64.57,0.0,38.41
1737219224.1939752,72.9,587.18,49.9,484.34,23.0,64.43,0.0,38.41
1737219226.2093585,73.9,587.26,49.9,484.34,24.0,64.51,0.0,38.41
1737219228.220128,76.9,580.74,52.9,484.34,24.0,57.99,0.0,38.41
1737219230.2365065,71.9,592.05,49.9,489.24,22.0,64.4,0.0,38.41
1737219232.247392,69.9,587.29,49.9,484.34,20.0,64.54,0.0,38.41
1737219234.2673018,79.9,580.72,55.9,484.34,24.0,57.97,0.0,38.41
1737219236.2751403,69.9,591.72,48.0,488.91,21.9,64.4,0.0,38.41
1737219238.2929733,73.0,592.87,51.0,490.01,22.0,64.45,0.0,38.41
1737219240.3075223,29.9,587.32,19.9,484.34,9.0,64.57,1.0,38.41
1737219242.320948,44.0,587.22,30.0,484.34,14.0,64.47,0.0,38.41
1737219244.3304265,70.9,593.73,50.9,490.79,19.0,64.53,1.0,38.41
1737219246.341293,68.0,587.15,48.0,484.34,20.0,64.4,0.0,38.41
1737219248.3559964,79.9,584.42,55.9,487.95,23.0,58.06,1.0,38.41
1737219250.3683708,77.9,580.74,54.9,484.34,23.0,57.99,0.0,38.41
1737219252.383772,83.8,587.18,57.8,484.34,26.0,64.43,0.0,38.41
1737219254.3955796,78.8,586.65,53.8,484.34,25.0,63.9,0.0,38.41
1737219256.4067297,76.9,594.07,53.9,484.6,23.0,71.06,0.0,38.41
1737219258.4195988,75.9,580.91,51.9,484.34,23.0,58.16,1.0,38.41
1737219260.4333012,82.9,593.77,57.9,484.34,25.0,71.02,0.0,38.41
1737219262.4441652,73.6,580.85,49.7,484.34,23.9,58.1,0.0,38.41
1737219264.4552853,80.9,598.76,56.9,489.24,24.0,71.11,0.0,38.41
1737219266.465034,72.9,592.28,49.9,489.24,23.0,64.63,0.0,38.41
1737219268.4802754,72.7,587.2,49.7,484.34,23.0,64.45,0.0,38.41
1737219270.4959445,77.0,593.23,54.0,490.27,23.0,64.55,0.0,38.41
1737219272.5094533,79.9,587.38,54.9,484.49,25.0,64.48,0.0,38.41
1737219274.525705,75.0,587.49,51.0,484.49,23.0,64.59,1.0,38.41
1737219276.5373552,65.9,587.08,46.9,484.49,19.0,64.18,0.0,38.41
1737219278.545898,76.9,589.3,51.9,486.29,25.0,64.6,0.0,38.41
1737219280.5558543,66.8,592.48,45.8,489.65,21.0,64.42,0.0,38.41
1737219282.5675745,72.9,587.47,48.9,484.49,23.0,64.57,1.0,38.41
1737219284.580331,76.8,591.75,51.8,488.87,25.0,64.47,0.0,38.41
1737219286.5941188,71.9,590.72,51.9,494.28,20.0,58.03,0.0,38.41
1737219288.613745,54.9,587.32,36.9,484.49,18.0,64.42,0.0,38.41
1737219290.624773,73.8,587.53,50.8,484.49,22.0,64.63,1.0,38.41
1737219292.6369739,75.9,587.46,52.9,484.49,23.0,64.56,0.0,38.41
1737219294.6495907,76.9,602.0,52.9,492.41,24.0,71.18,0.0,38.41
1737219296.6591215,77.9,592.28,53.9,489.39,23.0,64.48,1.0,38.41
1737219298.6756353,62.0,587.42,42.0,490.94,20.0,58.07,0.0,38.41
1737219300.6846516,74.7,587.45,51.8,484.49,22.9,64.55,0.0,38.41
1737219302.6959376,73.8,593.8,50.9,490.94,22.9,64.45,0.0,38.41
1737219304.7085214,117.9,593.51,87.9,484.49,19.0,70.61,11.0,38.41
1737219306.722002,92.6,581.05,73.6,484.62,14.0,58.02,5.0,38.41
1737219308.7328532,107.8,587.62,80.9,484.62,21.9,64.59,5.0,38.41
1737219310.745202,106.8,598.48,76.8,495.44,22.0,64.63,8.0,38.41
1737219312.7564108,106.0,598.92,79.0,489.52,23.0,70.99,4.0,38.41
1737219314.7781734,104.9,587.61,77.9,484.62,23.0,64.58,4.0,38.41
1737219316.7893097,108.0,587.47,84.0,484.62,19.0,64.44,5.0,38.41
1737219318.8003926,103.8,587.64,77.8,484.68,20.0,64.55,6.0,38.41
1737219320.8116066,110.9,581.02,80.9,484.68,24.0,57.93,6.0,38.41
1737219322.8236897,96.9,589.48,71.9,486.48,21.0,64.59,4.0,38.41
1737219324.8359702,106.9,587.67,79.9,484.68,22.0,64.58,5.0,38.41
1737219326.849154,86.9,586.13,70.9,489.57,11.0,58.15,5.0,38.41
1737219328.8609622,104.7,581.11,80.8,484.68,19.9,58.02,4.0,38.41
1737219330.891833,95.9,587.7,72.9,484.68,18.0,64.61,5.0,38.41
1737219332.9079201,88.0,587.49,66.0,484.68,16.0,64.4,6.0,38.41
1737219334.928344,102.8,587.59,75.9,484.68,21.9,64.5,5.0,38.41
1737219336.943475,99.9,587.85,74.9,484.94,20.0,64.5,5.0,38.41
1737219338.9546306,108.0,584.32,81.0,487.77,22.0,58.14,5.0,38.41
1737219340.9644408,104.9,594.1,76.9,491.13,23.0,64.56,5.0,38.41
1737219342.9757674,102.0,587.71,77.0,484.68,20.0,64.62,5.0,38.41
1737219344.9942548,106.8,592.22,77.9,489.32,23.9,64.49,5.0,38.41
1737219347.0040152,110.6,590.83,82.7,488.03,22.9,64.39,5.0,38.41
1737219349.0140848,97.8,590.39,72.9,487.52,18.9,64.46,6.0,38.41
1737219351.0273128,91.8,581.12,71.0,484.68,16.8,58.03,4.0,38.41
1737219353.0405161,88.2,587.69,68.3,484.68,14.9,64.6,5.0,38.41
1737219355.066273,96.9,593.31,72.9,490.4,23.0,64.5,1.0,38.41
1737219357.0763695,75.8,587.64,52.9,484.68,22.9,64.55,0.0,38.41
1737219359.0878708,78.7,594.2,53.8,484.68,24.9,71.11,0.0,38.41
1737219361.1018894,76.9,590.67,53.9,487.77,22.0,64.49,1.0,38.41
1737219363.1125197,73.7,581.15,51.8,484.68,21.9,58.06,0.0,38.41
1737219365.1216507,74.9,590.3,51.9,487.26,23.0,64.63,0.0,38.41
1737219367.1318426,73.9,587.45,50.9,485.2,23.0,63.84,0.0,38.41
1737219369.147582,71.0,587.54,49.0,484.68,22.0,64.45,0.0,38.41
1737219371.1599777,73.9,594.98,49.9,492.15,24.0,64.42,0.0,38.41
1737219373.1732042,73.9,585.87,48.9,489.32,25.0,58.14,0.0,38.41
1737219375.1902506,78.9,587.5,54.9,484.68,23.0,64.41,1.0,38.41
1737219377.2022855,74.9,587.66,51.9,484.68,23.0,64.57,0.0,38.41
1737219379.2164826,70.7,595.08,48.8,492.15,21.9,64.52,0.0,38.41
1737219381.226091,71.9,581.18,49.9,484.68,21.0,58.09,1.0,38.41
1737219383.2370644,49.7,589.06,35.7,486.23,14.0,64.42,0.0,38.41
1737219385.2483315,68.9,587.6,47.0,484.68,20.9,64.51,1.0,38.41
1737219387.2622633,62.0,587.68,44.0,484.68,18.0,64.59,0.0,38.41
1737219389.2744079,71.9,587.53,49.9,484.68,22.0,64.44,0.0,38.41
1737219391.2873826,70.9,587.59,47.9,484.68,22.0,64.5,1.0,38.41
1737219393.3093052,60.9,587.72,39.9,484.68,21.0,64.63,0.0,38.41
1737219395.3252945,60.9,593.58,42.9,484.68,17.0,70.49,1.0,38.41
1737219397.3377905,55.4,592.57,39.4,489.58,16.0,64.58,0.0,38.41
1737219399.3705401,55.0,587.57,38.0,484.68,15.0,64.48,2.0,38.41
1737219401.3918755,66.9,587.71,44.9,484.68,22.0,64.62,0.0,38.41
1737219403.4022822,79.7,581.05,54.7,484.68,25.0,57.96,0.0,38.41
1737219405.4172726,76.9,599.18,52.9,489.58,24.0,71.19,0.0,38.41
1737219407.4271343,82.7,587.05,55.8,484.68,25.9,63.96,1.0,38.41
1737219409.438935,68.9,596.67,46.9,487.26,21.0,71.0,1.0,38.41
1737219411.456103,75.9,590.26,52.9,485.45,23.0,66.4,0.0,38.41
1737219413.4649377,77.6,587.6,55.6,484.68,22.0,64.51,0.0,38.41
1737219415.4838014,73.9,587.52,50.9,484.68,23.0,64.43,0.0,38.41
1737219417.49249,61.9,585.5,43.9,489.06,18.0,58.0,0.0,38.44
1737219419.5039797,32.7,587.76,21.8,484.68,10.9,64.64,0.0,38.44
1737219421.5152273,73.7,587.66,51.8,484.68,20.9,64.54,1.0,38.44
1737219423.5252047,76.9,587.56,52.9,484.68,24.0,64.44,0.0,38.44
1737219425.533941,63.9,581.46,45.9,484.68,18.0,58.34,0.0,38.44
1737219427.5456386,55.0,581.04,39.0,484.68,15.0,57.92,1.0,38.44
1737219429.562126,69.8,592.48,49.8,489.58,20.0,64.46,0.0,38.44
1737219431.5770483,66.9,593.53,46.9,490.61,20.0,64.48,0.0,38.44
1737219433.5870373,55.3,587.63,37.5,484.68,16.8,64.51,1.0,38.44
1737219435.605485,68.9,586.13,47.9,489.57,21.0,58.12,0.0,38.44
1737219437.6200624,65.8,591.68,42.8,488.8,23.0,64.44,0.0,38.44
1737219439.6300616,57.9,587.67,37.9,491.12,19.0,58.11,1.0,38.44
1737219441.6448247,72.8,581.14,48.8,484.68,24.0,58.02,0.0,38.44
1737219443.6572516,71.9,587.53,49.9,484.68,22.0,64.41,0.0,38.44
1737219445.6694272,59.9,595.35,42.9,492.41,17.0,64.5,0.0,38.44
1737219447.6820586,75.9,581.27,51.9,484.75,24.0,58.08,0.0,38.44
1737219449.6926453,71.9,587.76,48.9,484.75,23.0,64.57,0.0,38.44
1737219451.7028825,73.9,590.76,50.9,487.84,23.0,64.48,0.0,38.44
1737219453.716598,72.9,598.26,50.9,488.62,22.0,71.2,0.0,38.44
1737219455.7260208,69.9,593.64,48.9,490.68,21.0,64.52,0.0,38.44
1737219457.7384462,74.9,593.6,51.9,484.75,23.0,70.41,0.0,38.44
1737219459.7485993,72.9,587.79,51.9,484.75,21.0,64.6,0.0,38.44
1737219461.762537,76.9,581.19,53.9,484.75,23.0,58.0,0.0,38.44
1737219463.7714136,69.0,594.78,48.0,491.71,20.0,64.63,1.0,38.44
1737219465.7820175,67.7,587.08,46.7,490.68,21.0,57.96,0.0,38.44
1737219467.795656,70.9,587.92,48.9,491.47,22.0,58.01,0.0,38.44
1737219469.8077207,72.0,589.63,50.0,486.57,22.0,64.62,0.0,38.44
1737219471.8193696,72.9,589.56,50.9,486.57,22.0,64.55,0.0,38.44
1737219473.8300812,74.9,589.53,50.9,486.57,24.0,64.52,0.0,38.44
1737219475.8425887,71.9,589.44,49.9,486.57,22.0,64.43,0.0,38.44
1737219477.8516374,74.9,589.65,52.9,486.57,22.0,64.64,0.0,38.44
1737219479.8679566,71.9,593.52,49.9,490.44,22.0,64.64,0.0,38.44
1737219481.8779032,78.9,593.52,53.9,490.44,24.0,64.64,1.0,38.44
1737219483.8880832,67.9,593.67,46.9,490.69,21.0,64.54,0.0,38.44
1737219485.899654,73.9,583.8,49.9,487.34,24.0,58.02,0.0,38.44
1737219487.910187,74.8,590.69,52.9,488.32,21.9,63.93,0.0,38.44
1737219489.919546,74.9,593.46,51.9,490.54,23.0,64.48,0.0,38.44
1737219491.9304771,75.8,597.76,48.9,494.77,26.9,64.55,0.0,38.44
1737219493.9507408,72.9,584.71,49.9,488.32,22.0,57.95,1.0,38.44
1737219495.964658,71.9,584.89,50.9,488.32,21.0,58.13,0.0,38.44
1737219497.9754827,75.9,597.58,50.9,494.51,24.0,64.63,1.0,38.44
1737219499.9860039,76.9,591.37,52.9,488.32,24.0,64.61,0.0,38.44
1737219501.9985826,69.9,591.21,47.9,488.32,22.0,64.45,0.0,38.44
1737219504.0099645,72.9,596.19,48.9,493.22,24.0,64.53,0.0,38.44
1737219506.0225332,74.0,597.4,52.0,493.22,22.0,65.74,0.0,38.44
1737219508.0384853,78.9,597.6,54.9,494.71,24.0,64.45,0.0,38.44
1737219510.0499442,75.9,597.69,52.9,494.71,23.0,64.54,0.0,38.44
1737219512.0645769,76.9,592.66,51.9,489.81,25.0,64.41,0.0,38.44
1737219514.0755436,77.0,586.27,53.0,489.81,24.0,58.02,0.0,38.44
1737219516.08653,76.9,592.82,52.9,489.81,24.0,64.57,0.0,38.44
1737219518.0985074,72.9,592.89,50.9,489.81,22.0,64.64,0.0,38.44
1737219520.1092603,79.9,602.15,55.9,492.64,23.0,71.07,1.0,38.44
1737219522.121927,65.9,592.7,43.9,489.81,21.0,64.45,1.0,38.44
1737219524.1356173,66.8,597.15,45.9,494.19,20.9,64.52,0.0,38.44
1737219526.1471136,70.9,594.95,48.9,491.87,22.0,64.64,0.0,38.44
1737219528.1592214,73.8,592.81,50.8,489.81,23.0,64.56,0.0,38.44
1737219530.168708,76.9,592.95,52.9,490.07,24.0,64.44,0.0,38.44
1737219532.1788244,72.9,603.36,50.9,500.38,22.0,64.54,0.0,38.44
1737219534.192079,75.9,586.27,51.9,489.81,24.0,58.02,0.0,38.44
1737219536.203089,73.7,592.72,49.8,489.81,23.9,64.47,0.0,38.44
1737219538.2145705,75.7,598.66,52.8,489.81,22.9,70.41,0.0,38.44
1737219540.2257006,71.9,594.24,49.9,491.36,21.0,64.44,1.0,38.44
1737219542.2422667,75.8,586.31,52.8,489.81,23.0,58.06,0.0,38.44
1737219544.2551465,78.9,592.66,54.9,489.81,24.0,64.41,0.0,38.44
1737219546.2727723,72.9,592.82,49.9,489.81,22.0,64.57,1.0,38.44
1737219548.2879288,71.9,598.78,48.9,489.81,23.0,70.53,0.0,38.44
1737219550.302808,67.8,597.66,46.9,494.58,20.9,64.64,0.0,38.44
1737219552.314884,76.7,592.97,53.8,489.94,22.9,64.59,0.0,38.44
1737219554.3324168,76.8,597.71,50.9,494.83,25.9,64.44,0.0,38.44
1737219556.3533773,72.9,590.7,48.9,494.32,23.0,57.94,1.0,38.44
1737219558.3705187,73.9,600.0,50.9,490.45,23.0,71.11,0.0,38.44
1737219560.3805254,78.9,595.39,54.9,492.51,24.0,64.44,0.0,38.44
1737219562.3908162,70.9,586.33,48.9,489.94,22.0,57.95,0.0,38.44
1737219564.4013038,67.9,592.8,46.9,489.94,21.0,64.42,0.0,38.44
1737219566.4163973,72.9,592.9,50.9,489.94,21.0,64.52,1.0,38.44
1737219568.4281037,78.8,592.86,53.8,489.94,25.0,64.48,0.0,38.44
1737219570.437879,72.8,597.41,51.9,494.58,20.9,64.39,0.0,38.44
1737219572.4477801,70.9,586.5,48.9,489.94,22.0,58.12,0.0,38.44
1737219574.4631894,74.9,586.47,51.9,489.94,23.0,58.09,0.0,38.44
1737219576.4740703,67.9,596.23,46.9,493.29,21.0,64.5,0.0,38.44
1737219578.4854734,75.9,596.65,53.9,493.8,22.0,64.41,0.0,38.44
1737219580.4957085,69.9,586.48,47.9,489.94,22.0,58.1,0.0,38.44
1737219582.5068367,75.0,592.87,53.0,489.94,22.0,64.49,0.0,38.44
1737219584.5241654,74.9,593.0,51.9,489.94,22.0,64.62,1.0,38.44
1737219586.5375369,77.9,592.93,55.9,489.94,22.0,64.55,0.0,38.44
1737219588.5463326,72.9,592.78,49.9,489.94,23.0,64.4,0.0,38.44
1737219590.5575962,74.9,593.13,51.9,496.71,23.0,57.98,0.0,38.44
1737219592.571963,70.8,604.69,48.9,501.86,21.9,64.39,0.0,38.44
1737219594.590354,75.9,604.03,51.9,501.09,24.0,64.5,0.0,38.44
1737219596.6026242,72.9,612.8,50.9,503.15,22.0,71.21,0.0,38.44
1737219598.6140876,73.8,592.43,49.8,495.94,24.0,58.05,0.0,38.44
1737219600.6276429,75.8,592.42,52.9,495.94,21.9,58.04,1.0,38.44
1737219602.6412585,76.9,592.4,52.9,495.94,24.0,58.02,0.0,38.44
1737219604.656037,74.8,603.56,51.9,500.58,22.9,64.54,0.0,38.44
1737219606.6691756,77.9,604.27,55.9,501.35,21.0,64.48,1.0,38.44
1737219608.6800792,73.7,600.89,51.8,498.0,21.9,64.45,0.0,38.44
1737219610.6909895,73.9,607.37,50.9,497.74,23.0,71.19,0.0,38.44
1737219612.710766,74.9,603.7,49.9,500.83,25.0,64.43,0.0,38.44
