Timestamp,Total CPU Load,Total Used Memory,Core CPU,Core Memory,Ameise CPU,Ameise Memory,Radar CPU,Radar Memory
1737219614.7249415,75.8,603.86,51.9,500.83,23.9,64.59,0.0,38.44
1737219616.7357986,66.9,592.33,47.9,495.94,19.0,57.95,0.0,38.44
1737219618.745228,70.9,602.39,48.9,499.54,22.0,64.41,0.0,38.44
1737219620.7556593,79.8,603.82,55.8,500.83,24.0,64.55,0.0,38.44
1737219622.767078,69.9,598.85,47.9,495.94,22.0,64.47,0.0,38.44
1737219624.7778685,73.9,598.98,51.9,495.94,22.0,64.6,0.0,38.44
1737219626.7883947,72.0,598.9,50.0,495.94,22.0,64.52,0.0,38.44
1737219628.8013394,76.0,598.98,53.0,495.94,23.0,64.6,0.0,38.44
1737219630.8118246,73.9,598.92,50.9,495.94,23.0,64.54,0.0,38.44
1737219632.8218977,73.8,599.01,52.8,495.94,21.0,64.63,0.0,38.44
1737219634.8349833,76.0,592.33,53.0,495.94,23.0,57.95,0.0,38.44
1737219636.8478758,64.0,598.8,43.0,495.94,20.0,64.42,1.0,38.44
1737219638.859703,72.8,603.77,50.8,500.83,22.0,64.5,0.0,38.44
1737219640.8697736,78.9,598.78,54.9,495.94,24.0,64.4,0.0,38.44
1737219642.8820715,70.9,598.97,48.9,495.94,22.0,64.59,0.0,38.44
1737219644.8960304,76.9,599.25,53.9,496.19,23.0,64.62,0.0,38.44
1737219646.905992,69.9,606.58,47.9,496.96,22.0,71.18,0.0,38.44
1737219648.918357,76.8,598.68,53.9,502.12,22.9,58.12,0.0,38.44
1737219650.933418,68.9,592.68,46.9,496.19,22.0,58.05,0.0,38.44
1737219652.9432352,77.9,599.04,53.9,496.19,23.0,64.41,1.0,38.44
1737219654.954586,72.9,599.09,49.9,496.19,23.0,64.46,0.0,38.44
1737219656.9697673,70.8,607.29,48.8,497.74,22.0,71.11,0.0,38.44
1737219658.9838169,53.0,599.04,36.0,496.19,17.0,64.41,0.0,38.44
1737219660.995576,78.9,599.03,51.9,496.19,25.0,64.4,2.0,38.44
1737219663.0077069,76.8,599.02,53.8,496.19,23.0,64.39,0.0,38.44
1737219665.0188189,78.9,599.1,52.9,496.19,26.0,64.47,0.0,38.44
1737219667.031067,72.9,602.21,48.9,505.72,24.0,58.05,0.0,38.44
1737219669.042364,74.9,599.07,51.9,496.19,22.0,64.44,1.0,38.44
1737219671.056926,73.9,599.1,50.9,496.19,23.0,64.47,0.0,38.44
1737219673.0677996,75.8,605.72,52.8,502.65,23.0,64.63,0.0,38.44
1737219675.0835967,73.9,605.95,50.9,502.9,23.0,64.61,0.0,38.44
1737219677.0942998,72.0,605.88,46.0,496.21,22.0,71.23,4.0,38.44
1737219679.1110709,113.6,599.17,80.7,496.21,18.9,64.52,14.0,38.44
1737219681.1261127,114.6,592.61,86.6,496.21,23.0,57.96,5.0,38.44
1737219683.1422,101.9,605.19,75.9,502.13,21.0,64.62,5.0,38.44
1737219685.1562605,107.9,599.14,77.9,496.21,24.0,64.49,6.0,38.44
1737219687.1716347,101.0,610.15,76.0,501.1,21.0,70.61,4.0,38.44
1737219689.1822398,110.9,604.87,84.9,502.39,23.0,64.04,3.0,38.44
1737219691.1946828,101.9,599.09,76.9,496.21,20.0,64.44,5.0,38.44
1737219693.2069037,99.9,599.2,72.9,496.21,23.0,64.55,4.0,38.44
1737219695.2183583,105.9,599.33,79.9,496.28,21.0,64.61,5.0,38.44
1737219697.230629,101.9,605.24,74.9,496.28,22.0,70.52,5.0,38.44
1737219699.2415695,106.8,593.42,78.8,497.05,23.0,57.93,5.0,38.44
1737219701.2508626,99.9,603.45,74.9,500.4,20.0,64.61,5.0,38.44
1737219703.2669911,104.9,608.19,77.9,498.71,21.0,71.04,6.0,38.44
1737219705.2779627,103.7,601.6,76.7,498.71,23.0,64.45,4.0,38.44
1737219707.2877405,107.9,595.33,81.9,498.77,21.0,58.12,5.0,38.44
1737219709.3073997,107.9,605.58,81.9,502.63,21.0,64.51,5.0,38.44
1737219711.3200605,105.9,606.57,78.9,503.66,22.0,64.47,5.0,38.44
1737219713.3409925,107.9,601.85,81.9,498.77,22.0,64.64,4.0,38.44
1737219715.3584094,103.9,595.94,73.9,499.54,24.0,57.96,6.0,38.44
1737219717.3745525,102.0,602.86,78.0,499.8,20.0,64.62,4.0,38.44
1737219719.3852136,95.0,598.53,70.0,502.11,22.0,57.98,3.0,38.44
1737219721.3971834,106.9,601.85,77.9,498.83,24.0,64.58,5.0,38.44
1737219723.4080527,109.0,604.47,79.0,501.51,23.0,64.52,7.0,38.44
1737219725.4319148,103.0,599.47,77.0,502.85,21.0,58.18,5.0,38.44
1737219727.444788,103.9,604.05,76.9,501.57,22.0,64.04,5.0,38.44
1737219729.4549844,84.9,598.71,60.9,495.83,24.0,64.44,0.0,38.44
1737219731.4663043,73.9,601.66,51.9,498.67,22.0,64.55,0.0,38.44
1737219733.4756193,75.8,594.18,49.8,491.2,25.0,64.54,1.0,38.44
1737219735.4906306,74.9,600.19,50.9,497.12,24.0,64.63,0.0,38.44
1737219737.5136683,79.8,594.17,52.8,491.2,27.0,64.53,0.0,38.44
1737219739.5252383,70.9,605.36,48.9,495.83,22.0,71.09,0.0,38.44
1737219741.5372086,79.9,600.13,55.9,491.2,24.0,70.49,0.0,38.44
1737219743.5534146,74.9,600.69,51.9,497.64,23.0,64.61,0.0,38.44
1737219745.5654213,71.9,587.61,49.9,491.2,22.0,57.97,0.0,38.44
1737219747.5758784,69.9,597.81,46.9,494.8,23.0,64.57,0.0,38.44
1737219749.5865471,74.8,599.12,49.9,496.09,23.9,64.59,1.0,38.44
1737219751.5977046,78.9,594.05,55.9,491.2,23.0,64.41,0.0,38.44
1737219753.6093016,77.9,593.21,54.9,496.61,23.0,58.16,0.0,38.44
1737219755.6218617,76.9,598.79,52.9,495.83,23.0,64.52,1.0,38.44
1737219757.638897,74.9,587.6,51.9,491.2,22.0,57.96,1.0,38.44
1737219759.6512828,73.9,594.19,51.9,491.2,22.0,64.55,0.0,38.44
1737219761.6614869,61.8,600.26,42.8,491.2,19.0,70.62,0.0,38.44
1737219763.672118,79.9,594.12,55.9,491.2,24.0,64.48,0.0,38.44
1737219765.6823697,73.9,601.12,52.9,498.07,21.0,64.61,0.0,38.44
1737219767.691942,68.6,596.07,46.6,493.17,22.0,64.46,0.0,38.44
1737219769.7034757,74.9,596.22,50.9,493.17,24.0,64.61,0.0,38.44
1737219771.7151313,77.9,596.2,51.9,493.17,25.0,64.59,1.0,38.44
1737219773.7322128,71.9,596.13,48.9,493.17,23.0,64.52,0.0,38.44
1737219775.7418108,77.0,596.26,53.0,493.31,24.0,64.51,0.0,38.44
1737219777.7527366,73.9,589.91,50.9,493.31,22.0,58.16,1.0,38.44
1737219779.7644353,75.8,596.19,52.8,493.31,23.0,64.44,0.0,38.44
1737219781.7751608,73.9,596.25,50.9,493.31,23.0,64.5,0.0,38.44
1737219783.786831,79.9,596.19,55.9,493.31,24.0,64.44,0.0,38.44
1737219785.79578,70.8,596.38,48.9,493.31,21.9,64.63,0.0,38.44
1737219787.8054287,77.8,596.3,52.8,493.31,24.0,64.55,1.0,38.44
1737219789.8204284,76.9,589.9,53.9,493.31,23.0,58.15,0.0,38.44
1737219791.8307447,70.0,589.92,47.0,493.31,23.0,58.17,0.0,38.44
1737219793.8414176,78.8,593.66,54.8,497.17,24.0,58.05,0.0,38.44
1737219795.855499,71.9,604.13,48.9,501.29,22.0,64.4,1.0,38.44
1737219797.864472,70.0,606.94,47.0,504.64,23.0,63.86,0.0,38.44
1737219799.8785393,69.9,593.64,47.9,497.17,22.0,58.03,0.0,38.44
1737219801.8884382,72.9,596.16,49.9,493.31,23.0,64.41,0.0,38.44
1737219803.9025362,75.0,596.31,52.0,493.31,23.0,64.56,0.0,38.44
1737219805.915081,76.9,592.09,51.9,495.58,25.0,58.07,0.0,38.44
1737219807.9295611,78.9,598.63,53.9,502.02,24.0,58.17,1.0,38.44
1737219809.9419198,71.7,598.43,49.8,495.58,21.9,64.41,0.0,38.44
1737219811.9527383,75.9,598.54,52.9,495.58,23.0,64.52,0.0,38.44
1737219813.9618654,67.0,598.43,45.0,495.58,22.0,64.41,0.0,38.44
1737219815.9756262,75.7,598.52,51.8,495.58,23.9,64.5,0.0,38.44
1737219817.9908805,74.9,596.94,50.9,500.48,24.0,58.02,0.0,38.44
1737219820.0046911,75.9,592.19,51.9,495.58,23.0,58.17,1.0,38.44
1737219822.0174174,74.9,601.34,51.9,504.86,23.0,58.04,0.0,38.44
1737219824.030678,74.9,609.17,51.9,499.7,23.0,71.03,0.0,38.44
1737219826.0456269,77.9,598.43,52.9,495.58,24.0,64.41,1.0,38.44
1737219828.0567892,71.9,603.75,49.9,500.74,22.0,64.57,0.0,38.44
1737219830.068652,75.9,592.06,52.9,495.58,23.0,58.04,0.0,38.44
1737219832.0831823,70.9,603.37,48.9,500.48,22.0,64.45,0.0,38.44
